dropout,train_mse,val_mse,test_mse,train_r2,val_r2,test_r2
0.0,0.7468276842363847,1.361653030802371,1.0899043634196737,0.8292112557944257,0.710773325137131,0.7711301561282693
0.1,0.6064900331609193,1.275348016494981,1.0622969472828339,0.8613044570747794,0.7291052435829114,0.7769274583806574
0.2,0.46135578525171006,1.3175175094248504,1.0931007264997954,0.8944945710258696,0.7201480849346672,0.7704589494209124
0.3,0.4767793421755585,1.1879187697691618,1.0141008980780086,0.8909674255091623,0.7476759585479222,0.7870481833056708
0.4,0.4896562603275849,1.1968550286800226,0.9996392581908876,0.8880226596323172,0.7457778212162858,0.7900849940334578
0.5,0.5958351978759623,1.2266256922769097,0.9743959983695968,0.8637410645766769,0.7394542792817338,0.7953858453081377
