approach,train_mse,val_mse,test_mse,train_r2,val_r2,test_r2,train_spearman,val_spearman,test_spearman,final_epoch
hard_labels,1.0172680281357391,1.4720010151738345,1.2239197575328886,0.770954229325262,0.687334475536237,0.7429881618794678,0.8831809639587485,0.829947034021848,0.8559592682290736,26
soft_labels,0.6491841535371433,1.2576652720929096,1.0497574294480105,0.8538311628359743,0.732861208759185,0.7795606412409205,0.921401046176807,0.8473291621359623,0.8598703004679473,53
