model,features,train_mse,train_rmse,train_mae,train_r2,train_spearman,train_spearman_pval,train_pearson,train_pearson_pval,test_mse,test_rmse,test_mae,test_r2,test_spearman,test_spearman_pval,test_pearson,test_pearson_pval
Random Forest,physicochemical,0.4530268317497299,0.6730726793963114,0.48074695954721247,0.8640087814388264,0.9201512673916342,5.946000558088228e-92,0.9380736189269712,1.0314075167638561e-103,0.8477752618080638,0.9207471215312399,0.6721014297830827,0.7374823535114716,0.804978677366029,3.987025543145332e-111,0.8654013979992635,1.897199447093432e-146
